time,equ_status,equ_status_1,H2_volume,CO_volume,CO2_volume,CH4_volume,C2H4_volume,C2H2_volume,C2H6_volume,total_hydrocarbons
2014-10-09,1,2,19.3,380.0,2888.0,4.16,2.83,0.0,0.5,7.49
2014-10-08,1,2,19.2,385.0,2786.0,4.36,2.86,0.0,0.46,7.68
2014-10-07,1,2,19.1,392.0,2884.0,4.1,2.72,0.0,0.48,7.3
2014-10-06,1,2,20.3,395.0,2830.0,4.09,2.89,0.0,0.52,7.5
2014-10-05,1,2,18.8,401.0,2766.0,4.01,2.75,0.0,0.45,7.21
2014-10-04,1,2,18.0,417.0,2670.0,3.74,3.07,0.0,0.54,7.35
2016-07-31,1,2,23.9,442.0,2929.0,4.37,3.57,0.0,0.67,8.61
2016-07-30,1,2,21.8,439.0,2971.0,4.33,3.62,0.0,0.67,8.62
2016-07-29,1,2,23.9,412.0,3035.0,4.24,3.48,0.0,0.67,8.39
2016-07-28,1,2,25.2,422.0,2884.0,4.77,3.83,0.0,0.66,9.26
2016-07-27,1,2,26.1,454.0,2815.0,4.62,3.38,0.0,0.68,8.68
2016-07-26,1,2,26.4,441.0,3041.0,4.51,3.82,0.0,0.62,8.95
2016-07-25,1,2,23.9,412.0,3035.0,4.24,3.48,0.0,0.67,8.39
2016-07-24,1,2,22.7,420.0,2826.0,4.9,3.83,0.0,0.62,9.35
2016-07-23,1,2,22.4,437.0,3010.0,4.75,3.39,0.0,0.63,8.77
2016-07-22,1,2,22.3,417.0,2850.0,4.91,3.57,0.0,0.62,9.1
2016-07-21,1,2,25.5,456.0,2780.0,4.35,3.96,0.0,0.66,8.97
2016-07-20,1,2,26.3,427.0,2968.0,4.65,3.99,0.0,0.65,9.29
2016-07-19,1,2,25.8,409.0,2994.0,4.68,3.41,0.0,0.7,8.79
2016-07-18,1,2,24.0,446.0,3001.0,4.9,3.32,0.0,0.63,8.85
2016-07-17,1,2,25.9,409.0,2939.0,4.24,3.79,0.0,0.6,8.63
2016-07-16,1,2,22.0,425.0,3036.0,4.24,3.35,0.0,0.68,8.27
